Date,LTP,% Change,High,Low,Open,Qty.,Turnover
2024-11-21,1645.0,0.85,1695.0,1610.0,1610.0,15912.0,26519035.6
2024-11-20,1631.2,-0.54,1650.0,1621.0,1640.0,4502.0,7360598.1
2024-11-19,1640.0,-2.44,1690.0,1640.0,1680.0,7344.0,12210838.6
2024-11-17,1681.0,1.27,1705.0,1666.0,1690.0,13875.0,23482924.1
2024-11-14,1660.0,1.53,1665.0,1612.0,1635.0,8267.0,13643087.2
2024-11-13,1635.0,0.0,1650.0,1610.1,1635.0,5588.0,9131867.9
2024-11-12,1635.0,-1.21,1670.0,1623.0,1623.0,4573.0,7508313.4
2024-11-11,1655.0,3.76,1700.1,1600.0,1600.0,12189.0,20151858.0
2024-11-10,1595.0,1.07,1612.6,1581.2,1581.2,5774.0,9225155.6
2024-11-06,1578.1,0.2,1595.0,1547.0,1547.0,2723.0,4307555.8
2024-11-05,1575.0,0.0,1606.0,1568.0,1575.0,3108.0,4939357.9
2024-10-30,1575.0,0.89,1580.0,1543.0,1562.0,3925.0,6161980.6
2024-10-29,1561.1,2.02,1581.0,1530.0,1530.0,4427.0,6910632.8
2024-10-28,1530.2,0.34,1545.0,1505.0,1506.0,3139.0,4804213.4
2024-10-27,1525.0,-0.65,1545.0,1520.0,1533.0,3788.0,5798851.8
2024-10-24,1535.0,0.07,1555.7,1511.0,1511.0,4179.0,6409604.5
2024-10-23,1534.0,-0.2,1567.7,1510.0,1567.7,2028.0,3121472.0
2024-10-22,1537.0,0.79,1550.0,1520.0,1540.0,2615.0,4000145.1
2024-10-21,1525.0,-2.62,1566.0,1515.0,1566.0,7134.0,10899100.7
2024-10-20,1566.0,-1.82,1590.0,1564.0,1570.0,6338.0,9969645.9
2024-10-17,1595.0,-0.31,1612.0,1595.0,1600.0,5170.0,8291415.0
2024-10-16,1600.0,0.95,1616.0,1585.0,1585.1,2635.0,4222036.6
2024-10-15,1585.0,0.96,1620.0,1570.1,1601.0,2725.0,4339533.7
2024-10-09,1570.0,1.36,1574.9,1524.0,1524.0,2250.0,3494935.4
2024-10-09,1570.0,1.36,1574.9,1524.0,1524.0,2250.0,3494935.4
2024-10-08,1549.0,-0.4,1586.0,1530.0,1586.0,2686.0,4154054.5
2024-10-07,1555.2,1.98,1586.0,1550.0,1555.0,4326.0,6768400.7
2024-10-06,1525.0,0.66,1544.0,1484.8,1515.0,3857.0,5910505.5
2024-10-02,1515.0,-1.62,1550.0,1510.0,1549.9,5447.0,8345015.4
2024-10-01,1540.0,4.91,1540.2,1470.6,1497.0,4932.0,7451388.7
2024-09-30,1467.9,1.37,1474.9,1425.0,1425.0,2724.0,3984011.4
2024-09-29,1448.0,-0.48,1460.0,1426.0,1426.0,6345.0,9139009.7
2024-09-26,1455.0,-0.74,1483.0,1445.0,1455.0,5444.0,7967068.8
2024-09-25,1465.9,2.51,1470.0,1403.0,1440.0,14213.0,20320805.2
2024-09-24,1430.0,-4.67,1530.0,1430.0,1500.0,13441.0,19625755.9
2024-09-23,1500.0,-3.41,1555.0,1500.0,1555.0,7093.0,10842863.7
2024-09-22,1553.0,-1.09,1600.0,1550.1,1595.0,6098.0,9614413.3
2024-09-18,1570.1,-1.87,1600.0,1570.0,1600.0,7256.0,11497197.0
2024-09-16,1600.0,-2.14,1667.7,1590.0,1667.7,8485.0,13611384.3
2024-09-15,1635.0,-0.61,1677.0,1610.0,1677.0,10682.0,17561986.9
2024-09-12,1645.0,1.42,1660.0,1620.1,1650.0,9168.0,15023987.2
2024-09-11,1622.0,-0.8,1667.7,1609.0,1667.7,11740.0,19197402.5
2024-09-10,1635.0,-0.67,1678.0,1630.0,1678.0,10727.0,17703971.6
2024-09-09,1646.0,-2.31,1692.0,1645.0,1685.0,10981.0,18252419.5
2024-09-08,1685.0,0.66,1744.0,1680.0,1707.0,20055.0,34474198.5
2024-09-05,1674.0,0.84,1706.0,1619.0,1650.0,13519.0,22535237.7
2024-09-04,1660.0,-1.66,1715.0,1646.4,1692.0,15090.0,25329132.4
2024-09-03,1688.0,-0.71,1750.0,1680.0,1730.0,10848.0,18533605.1
2024-09-02,1700.0,3.91,1700.0,1635.0,1651.0,9969.0,16664583.0
2024-09-01,1636.0,-1.74,1703.4,1635.0,1670.0,11323.0,18808915.6
2024-08-29,1665.0,-2.69,1710.0,1660.0,1710.0,12272.0,20533933.1
2024-08-28,1711.0,-1.69,1774.8,1700.0,1740.0,13144.0,22782093.6
2024-08-27,1740.5,-3.04,1830.9,1740.5,1830.9,24512.0,43477519.4
2024-08-25,1795.0,0.73,1855.0,1748.0,1800.0,35231.0,63342365.9
2024-08-22,1782.0,0.11,1799.9,1761.0,1780.0,16749.0,29739002.7
2024-08-21,1780.0,1.14,1832.0,1770.1,1795.2,19529.0,34877171.0
2024-08-18,1760.0,-1.01,1801.0,1740.0,1780.0,26421.0,46906760.8
2024-08-15,1778.0,-1.0,1831.9,1770.1,1831.9,23694.0,42302058.6
2024-08-14,1796.0,-2.39,1876.0,1786.0,1876.0,23792.0,43003641.1
2024-08-13,1840.0,-0.7,1920.0,1810.0,1890.0,24284.0,44968764.7
2024-08-12,1853.0,6.86,1899.0,1768.6,1768.6,37508.0,69679926.0
2024-08-11,1734.0,5.35,1737.0,1678.0,1678.0,33220.0,57094519.9
2024-08-08,1646.0,1.23,1680.0,1626.0,1626.0,20587.0,33980462.4
2024-08-07,1626.0,1.56,1630.0,1580.0,1601.0,22174.0,35803498.2
2024-08-06,1601.0,-3.26,1715.0,1601.0,1655.0,21803.0,35607192.4
2024-08-05,1655.0,-1.48,1699.9,1647.5,1682.0,16957.0,28105289.3
2024-08-01,1679.9,-0.66,1720.0,1666.0,1719.0,17646.0,29767032.0
2024-07-31,1691.0,0.65,1700.0,1650.0,1699.9,21032.0,35337155.2
2024-07-30,1680.0,-0.3,1705.0,1600.0,1684.9,22352.0,37084479.3
2024-07-29,1685.0,-3.71,1740.0,1680.0,1720.1,32745.0,55535290.4
2024-07-28,1749.9,1.92,1880.0,1650.0,1717.0,33523.0,57723383.0
2024-07-25,1717.0,9.99,1717.2,1552.0,1565.0,56291.0,93707139.8
2024-07-24,1561.1,-2.67,1620.0,1555.0,1600.0,18142.0,28712511.8
2024-07-23,1604.0,1.17,1614.8,1585.0,1586.0,21556.0,34465290.0
2024-07-22,1585.5,-0.97,1615.0,1551.0,1615.0,18017.0,28532168.1
2024-07-21,1601.0,2.04,1620.0,1561.0,1561.0,22291.0,35691462.2
2024-07-18,1569.0,4.59,1590.0,1505.0,1505.0,24341.0,37910971.8
2024-07-17,1500.1,1.22,1511.0,1490.0,1510.0,15323.0,23017941.1
2024-07-16,1482.0,1.16,1483.0,1455.0,1465.0,11669.0,17192031.4
2024-07-15,1465.0,-1.01,1500.0,1461.0,1500.0,10352.0,15228714.3
2024-07-14,1479.9,1.43,1547.3,1460.0,1488.1,11293.0,16734904.0
2024-07-11,1459.0,-0.96,1491.0,1451.0,1480.0,18207.0,26816913.3
2024-07-10,1473.2,0.56,1517.0,1451.0,1490.0,22558.0,33545339.7
2024-07-09,1465.0,2.16,1473.0,1416.2,1434.0,24122.0,35119289.4
2024-07-08,1434.0,3.91,1435.0,1370.0,1380.0,22647.0,31820690.2
2024-07-07,1380.0,3.37,1380.0,1328.0,1339.9,13644.0,18564585.2
2024-07-04,1335.0,0.91,1336.0,1323.0,1323.0,7752.0,10321864.5
2024-07-03,1323.0,-0.53,1330.0,1310.0,1320.0,5604.0,7406409.0
2024-07-02,1330.0,1.68,1400.0,1315.0,1334.1,4503.0,6033597.9
2024-07-01,1308.0,-0.15,1313.0,1295.0,1295.0,3104.0,4058375.3
2024-06-30,1310.0,-0.3,1325.0,1300.0,1314.0,6281.0,8239276.5
2024-06-27,1314.0,-0.76,1320.0,1309.3,1310.0,3155.0,4149231.5
2024-06-26,1324.0,-0.82,1348.0,1320.0,1333.0,5572.0,7461481.0
2024-06-25,1335.0,0.52,1340.0,1315.0,1315.0,4597.0,6124460.5
2024-06-24,1328.1,0.31,1340.0,1310.0,1310.0,5697.0,7574986.5
2024-06-23,1324.0,-0.9,1336.0,1311.0,1336.0,5675.0,7507655.5
2024-06-20,1336.0,0.45,1355.0,1323.0,1340.0,6914.0,9266366.7
2024-06-19,1330.0,-0.3,1358.0,1330.0,1358.0,6007.0,8046825.8
2024-06-18,1334.0,0.23,1340.0,1315.4,1316.0,6155.0,8178534.1
2024-06-16,1331.0,-0.89,1368.0,1331.0,1360.0,6218.0,8341010.8
2024-06-13,1343.0,-0.67,1370.0,1340.0,1360.0,6422.0,8665911.4
2024-06-12,1352.0,-0.22,1369.0,1340.1,1340.1,7632.0,10349631.0
2024-06-11,1355.0,1.48,1360.0,1334.0,1335.2,4587.0,6198499.0
2024-06-10,1335.2,-0.54,1359.0,1330.0,1331.1,4880.0,6552502.4
2024-06-09,1342.5,-2.36,1375.0,1340.2,1375.0,6087.0,8217850.4
2024-06-06,1375.0,1.55,1400.0,1338.0,1351.0,15564.0,21407071.4
2024-06-05,1354.0,0.07,1380.0,1336.1,1356.0,6017.0,8157781.4
2024-06-04,1353.0,0.22,1375.0,1335.0,1360.0,5358.0,7298138.9
2024-06-03,1350.0,3.29,1370.0,1300.2,1333.0,10506.0,13885107.7
2024-06-02,1307.0,-0.91,1322.0,1300.0,1322.0,12208.0,15970209.4
2024-05-30,1319.0,-3.79,1369.0,1315.0,1369.0,16692.0,22216209.7
2024-05-29,1371.0,-2.07,1410.0,1370.0,1399.0,8845.0,12255812.5
2024-05-27,1400.0,0.79,1421.0,1365.0,1365.0,8230.0,11513938.8
2024-05-26,1389.0,-1.35,1425.0,1385.3,1410.0,6685.0,9351108.4
2024-05-22,1408.0,-1.54,1455.0,1383.8,1430.0,11960.0,16926054.1
2024-05-21,1430.0,0.35,1448.0,1404.0,1415.1,7175.0,10281260.7
2024-05-20,1425.0,-1.72,1503.0,1418.0,1440.0,17837.0,26112985.0
2024-05-19,1450.0,-1.36,1500.0,1426.0,1499.4,22867.0,33283407.9
2024-05-16,1470.0,6.52,1500.0,1381.2,1381.2,48847.0,71373087.7
2024-05-15,1380.0,0.0,1445.0,1375.0,1380.0,17479.0,24690773.0
2024-05-14,1380.0,5.59,1380.9,1291.0,1291.0,20659.0,27944760.5
2024-05-13,1307.0,-0.08,1334.0,1282.1,1334.0,4510.0,5856836.6
2024-05-12,1308.0,-0.68,1319.9,1298.0,1319.0,3262.0,4253733.5
2024-05-09,1317.0,-0.6,1325.0,1303.4,1304.0,5136.0,6742468.3
2024-05-08,1325.0,1.38,1341.0,1281.0,1281.0,6882.0,9160684.4
2024-05-07,1307.0,0.85,1315.0,1270.1,1270.1,3973.0,5181841.7
2024-05-06,1296.0,-2.56,1320.0,1294.0,1303.4,4336.0,5642157.5
2024-05-05,1330.0,-0.3,1365.0,1327.0,1334.0,7653.0,10275195.6
2024-05-02,1334.0,2.62,1353.0,1300.0,1305.0,8713.0,11643774.7
2024-04-30,1300.0,1.56,1305.6,1270.0,1280.0,5183.0,6685678.3
2024-04-29,1280.0,-0.49,1290.0,1280.0,1287.0,3869.0,4962407.4
2024-04-28,1286.3,-0.28,1301.0,1278.0,1290.0,3683.0,4738941.2
2024-04-25,1289.9,0.73,1295.0,1280.5,1280.5,2769.0,3561237.9
2024-04-24,1280.5,-0.81,1300.0,1280.0,1291.0,3151.0,4066352.5
2024-04-22,1291.0,0.08,1310.0,1290.0,1290.0,4389.0,5691286.0
2024-04-21,1290.0,-0.01,1298.0,1285.0,1290.1,2997.0,3869682.6
2024-04-18,1290.1,-1.44,1335.1,1269.1,1335.1,3839.0,4992713.8
2024-04-16,1309.0,-0.98,1320.0,1300.0,1305.0,3494.0,4565022.2
2024-04-15,1322.0,0.53,1350.0,1301.0,1301.0,3840.0,5099174.4
2024-04-14,1315.0,-0.3,1321.0,1295.0,1300.2,5986.0,7812207.5
2024-04-10,1319.0,-1.57,1338.0,1315.0,1335.0,5258.0,6967038.4
2024-04-09,1340.0,-1.54,1385.0,1330.0,1370.0,6953.0,9363392.1
2024-04-07,1361.0,0.36,1395.0,1350.0,1356.0,9619.0,13189948.5
2024-04-04,1356.1,1.43,1377.0,1335.0,1337.0,8246.0,11175976.3
2024-04-03,1337.0,1.67,1350.0,1320.0,1320.0,5931.0,7957176.7
2024-04-02,1315.0,1.39,1326.0,1290.1,1300.0,3781.0,4968636.3
2024-04-01,1297.0,-0.46,1305.0,1290.0,1300.0,3088.0,4007230.3
2024-03-31,1303.0,-1.0,1318.0,1296.1,1315.0,3799.0,4950539.5
2024-03-28,1316.2,-0.59,1350.0,1315.2,1350.0,4103.0,5421318.3
2024-03-27,1324.0,-1.05,1344.0,1315.0,1338.0,6060.0,8025934.0
2024-03-26,1338.0,-0.89,1354.0,1338.0,1350.1,4885.0,6567635.2
2024-03-25,1350.0,-1.89,1377.0,1342.0,1376.0,2683.0,3629714.3
2024-03-21,1376.0,-1.71,1399.4,1370.0,1372.0,4690.0,6459532.0
2024-03-20,1400.0,3.63,1425.0,1355.0,1370.0,15122.0,21053454.2
2024-03-19,1351.0,0.82,1370.0,1345.0,1366.0,3683.0,5000112.5
2024-03-18,1340.0,-1.56,1385.0,1337.0,1362.0,3114.0,4209677.4
2024-03-17,1361.2,-0.64,1369.0,1333.5,1350.0,5258.0,7118531.0
2024-03-14,1370.0,-4.2,1450.0,1367.0,1450.0,9827.0,13631759.8
2024-03-13,1430.0,2.14,1480.0,1420.0,1428.0,13197.0,19034184.4
2024-03-12,1400.0,6.46,1400.0,1341.0,1341.3,11117.0,15314704.6
2024-03-10,1315.0,4.37,1330.0,1265.0,1265.0,7978.0,10472577.1
2024-03-07,1260.0,0.8,1290.0,1260.0,1270.0,2271.0,2885701.3
2024-03-06,1250.0,0.4,1268.0,1225.0,1268.0,2432.0,3018525.4
2024-03-05,1245.0,0.46,1285.0,1235.0,1264.0,3799.0,4744748.2
2024-03-04,1239.3,2.0,1239.3,1239.3,1239.3,10.0,12393.0
2024-03-03,1215.0,-1.22,1230.0,1209.0,1230.0,1855.0,2261605.0
2024-02-29,1230.0,-2.38,1259.0,1219.0,1236.1,2893.0,3567168.9
2024-02-28,1260.0,2.44,1280.1,1221.7,1221.8,2364.0,2939444.8
2024-02-27,1230.0,0.74,1236.9,1205.0,1215.0,1789.0,2187053.3
2024-02-26,1221.0,-1.29,1239.0,1218.0,1229.0,3276.0,4009738.0
2024-02-25,1237.0,-1.28,1250.0,1230.1,1243.0,3277.0,4056760.2
2024-02-22,1253.1,-1.02,1270.0,1245.2,1266.0,2822.0,3535424.7
2024-02-21,1266.0,-0.86,1290.0,1256.0,1290.0,2328.0,2958986.5
2024-02-20,1277.0,0.47,1280.0,1260.0,1260.0,2384.0,3020248.4
2024-02-18,1271.0,-1.47,1295.0,1270.0,1275.0,4185.0,5345252.8
2024-02-15,1290.0,-1.15,1310.0,1286.0,1305.0,2433.0,3151157.5
2024-02-14,1305.0,0.38,1305.0,1291.0,1300.0,1327.0,1725135.3
2024-02-13,1300.0,-1.52,1330.0,1300.0,1330.0,2570.0,3355037.2
2024-02-12,1320.0,0.68,1329.5,1284.9,1284.9,1675.0,2200274.1
2024-02-11,1311.1,-0.6,1335.0,1311.0,1320.2,3042.0,4020108.1
2024-02-08,1319.0,-0.08,1329.0,1305.5,1329.0,2133.0,2806113.5
2024-02-07,1320.0,0.3,1320.0,1310.0,1310.0,1711.0,2252860.4
2024-02-06,1316.0,0.08,1330.0,1313.1,1316.0,3432.0,4516261.1
2024-02-05,1315.0,1.23,1333.0,1299.0,1299.0,3912.0,5157191.8
2024-02-04,1299.0,-1.81,1349.4,1299.0,1349.4,3928.0,5163101.0
2024-02-01,1323.0,-1.26,1337.3,1320.0,1337.2,2723.0,3611199.1
2024-01-31,1339.9,-0.6,1355.0,1330.0,1350.0,2146.0,2865424.6
2024-01-30,1348.0,-0.52,1355.0,1330.1,1330.1,2781.0,3746950.5
2024-01-29,1355.0,0.39,1355.0,1341.1,1350.0,4204.0,5666371.6
2024-01-28,1349.8,-0.01,1360.0,1341.5,1351.0,2122.0,2857242.0
2024-01-25,1350.0,0.0,1360.0,1336.0,1350.0,4338.0,5851825.8
2024-01-24,1350.0,0.15,1390.0,1341.0,1369.0,2010.0,2724007.0
2024-01-23,1348.0,0.52,1350.0,1340.0,1341.5,2221.0,2986556.3
2024-01-22,1341.0,-1.76,1371.0,1340.1,1345.0,3302.0,4452729.0
2024-01-21,1365.0,-1.44,1395.0,1361.0,1380.0,3900.0,5374162.9
2024-01-18,1385.0,-1.56,1400.0,1361.0,1400.0,3971.0,5496822.6
2024-01-17,1407.0,-1.33,1460.0,1407.0,1454.0,5849.0,8428584.5
2024-01-16,1426.0,3.41,1439.0,1387.0,1387.0,6314.0,8958953.8
2024-01-14,1379.0,2.15,1387.0,1360.0,1360.0,3746.0,5164233.6
2024-01-11,1350.0,0.36,1370.0,1347.9,1365.0,2116.0,2866687.7
2024-01-10,1345.1,1.39,1365.0,1340.0,1353.1,3504.0,4735166.9
2024-01-09,1326.6,-0.26,1365.0,1323.2,1335.0,4201.0,5621598.1
2024-01-08,1330.0,-0.3,1346.0,1321.0,1335.0,3500.0,4647907.7
2024-01-07,1334.0,-2.27,1365.0,1328.0,1360.0,4477.0,6025161.7
2024-01-04,1365.0,-0.29,1393.0,1365.0,1372.0,4129.0,5669664.5
2024-01-03,1369.0,3.55,1395.0,1335.1,1348.4,7189.0,9776878.0
2024-01-02,1507.1,2.04,1520.0,1490.0,1501.0,13973.0,21009666.9
2024-01-01,1477.0,1.86,1500.0,1460.0,1470.0,5147.0,7638189.2
2023-12-28,1450.0,-0.68,1465.0,1437.0,1442.0,3770.0,5441414.1
2023-12-27,1460.0,-1.55,1500.0,1460.0,1483.0,4556.0,6722097.7
2023-12-24,1483.0,-2.69,1530.0,1480.0,1530.0,7107.0,10656265.6
2023-12-21,1524.0,-2.31,1565.0,1520.0,1560.0,6668.0,10236284.5
2023-12-20,1560.0,0.01,1590.0,1545.0,1585.0,7032.0,11011036.6
2023-12-19,1559.9,4.27,1606.0,1515.0,1515.0,11465.0,17825197.1
2023-12-18,1496.0,10.0,1496.0,1387.2,1387.2,13303.0,19638546.4
2023-12-17,1360.0,1.95,1360.0,1315.0,1336.0,3861.0,5189577.1
2023-12-14,1334.0,-0.82,1343.5,1330.0,1331.0,1577.0,2106333.4
2023-12-13,1345.0,0.07,1380.0,1340.0,1341.0,3464.0,4709754.7
2023-12-12,1344.0,0.67,1355.0,1330.0,1351.0,2408.0,3239279.3
2023-12-11,1335.0,4.12,1360.0,1300.0,1307.8,7751.0,10308577.1
2023-12-10,1282.2,4.03,1282.2,1257.1,1257.1,20.0,25393.0
2023-12-07,1232.5,0.78,1244.0,1215.0,1215.0,2471.0,3033022.2
2023-12-06,1223.0,-0.89,1234.0,1218.1,1234.0,2226.0,2720465.4
2023-12-05,1234.0,-0.96,1250.0,1226.5,1246.0,1264.0,1560695.9
2023-12-04,1246.0,-0.04,1250.0,1235.0,1235.0,1718.0,2134189.6
2023-12-03,1246.5,-0.52,1270.0,1244.0,1260.1,1914.0,2394085.4
2023-11-30,1253.0,-1.49,1288.0,1251.2,1288.0,1735.0,2185756.3
2023-11-29,1272.0,0.08,1274.0,1265.0,1265.1,900.0,1143446.1
2023-11-28,1271.0,-0.08,1288.0,1270.0,1270.0,1204.0,1532404.5
2023-11-27,1272.0,0.08,1295.0,1270.0,1270.0,1238.0,1582056.7
2023-11-26,1271.0,-0.08,1278.0,1260.0,1260.0,3066.0,3892623.6
2023-11-23,1272.0,0.24,1275.0,1253.0,1254.0,1278.0,1613730.1
2023-11-22,1269.0,1.51,1275.0,1230.0,1230.0,2417.0,3045405.8
2023-11-21,1250.1,-3.84,1325.0,1250.1,1325.0,3258.0,4141664.7
2023-11-20,1300.0,-2.69,1362.0,1295.0,1362.0,2109.0,2748942.7
2023-11-09,1336.0,0.07,1349.0,1327.0,1327.0,816.0,1091514.0
2023-11-08,1335.0,0.75,1349.0,1322.1,1340.0,916.0,1218065.6
2023-11-07,1325.0,0.45,1335.0,1320.0,1325.0,1299.0,1723558.5
2023-11-06,1319.0,0.3,1335.0,1303.0,1325.0,1593.0,2100466.3
2023-11-05,1315.0,-1.13,1330.0,1305.0,1305.0,1753.0,2312321.6
2023-11-02,1330.0,0.22,1346.0,1320.0,1321.0,1860.0,2470885.1
2023-11-01,1327.1,-1.11,1345.0,1327.1,1345.0,2026.0,2703508.4
2023-10-31,1342.0,-0.81,1356.6,1330.0,1330.0,702.0,945408.0
2023-10-30,1353.0,-0.88,1366.0,1323.0,1338.1,1468.0,1972791.6
2023-10-29,1365.0,0.0,1365.0,1320.0,1340.0,1463.0,1963882.8
2023-10-19,1365.0,0.74,1385.0,1360.0,1360.0,1327.0,1822894.4
2023-10-18,1355.0,1.26,1370.0,1336.0,1338.2,942.0,1279779.7
2023-10-17,1338.2,0.47,1360.0,1336.0,1340.0,1282.0,1719933.9
2023-10-16,1332.0,-1.33,1349.0,1311.2,1345.0,2160.0,2864859.9
2023-10-12,1350.0,-0.66,1362.0,1350.0,1353.0,2428.0,3280730.3
2023-10-11,1359.0,-0.29,1369.0,1350.2,1350.2,1668.0,2271744.0
2023-10-10,1363.0,-0.73,1375.0,1360.0,1361.0,2242.0,3060087.9
2023-10-09,1373.0,-0.29,1385.0,1356.0,1365.0,1456.0,1997066.8
2023-10-08,1377.0,-1.08,1385.0,1375.0,1382.0,3984.0,5484009.1
2023-10-05,1392.0,-0.5,1419.9,1390.0,1410.0,2339.0,3275136.9
2023-10-04,1399.0,1.16,1402.0,1376.0,1376.0,1899.0,2647572.8
2023-10-03,1383.0,-0.86,1400.0,1380.5,1398.0,1521.0,2113481.1
2023-10-02,1395.0,-0.04,1400.0,1376.5,1376.5,2098.0,2909110.0
2023-10-01,1395.5,-0.46,1402.0,1380.3,1400.0,1960.0,2729111.4
2023-09-27,1402.0,-0.6,1425.0,1400.2,1412.0,1549.0,2183956.6
